Matchday,Date,Time,Team 1,FT,HT,Team 2
1,Sat Aug 22 2015,18:00,Hellas Verona,1-1,?,Roma
1,Sat Aug 22 2015,20:45,Lazio,2-1,?,Bologna
1,Sun Aug 23 2015,18:00,Juventus,0-1,?,Udinese
1,Sun Aug 23 2015,20:45,Inter,1-0,?,Atalanta
1,Sun Aug 23 2015,20:45,Sassuolo,2-1,?,Napoli
1,Sun Aug 23 2015,20:45,Palermo,1-0,?,Genoa
1,Sun Aug 23 2015,20:45,Frosinone,1-2,?,Torino
1,Sun Aug 23 2015,20:45,Fiorentina,2-0,?,Milan
1,Sun Aug 23 2015,20:45,Empoli,1-3,?,Chievo
1,Sun Aug 23 2015,20:45,Sampdoria,5-2,?,Carpi
2,Sat Aug 29 2015,18:00,Bologna,0-1,?,Sassuolo
2,Sat Aug 29 2015,20:45,Milan,2-1,?,Empoli
2,Sun Aug 30 2015,18:00,Roma,2-1,?,Juventus
2,Sun Aug 30 2015,20:45,Chievo,4-0,?,Lazio
2,Sun Aug 30 2015,20:45,Atalanta,2-0,?,Frosinone
2,Sun Aug 30 2015,20:45,Napoli,2-2,?,Sampdoria
2,Sun Aug 30 2015,20:45,Udinese,0-1,?,Palermo
2,Sun Aug 30 2015,20:45,Carpi,1-2,?,Inter
2,Sun Aug 30 2015,20:45,Torino,3-1,?,Fiorentina
2,Sun Aug 30 2015,20:45,Genoa,2-0,?,Hellas Verona
3,Sat Sep 12 2015,18:00,Fiorentina,1-0,?,Genoa
3,Sat Sep 12 2015,18:00,Frosinone,0-2,?,Roma
3,Sat Sep 12 2015,20:45,Juventus,1-1,?,Chievo
3,Sun Sep 13 2015,12:30,Hellas Verona,2-2,?,Torino
3,Sun Sep 13 2015,15:00,Sassuolo,2-2,?,Atalanta
3,Sun Sep 13 2015,15:00,Palermo,2-2,?,Carpi
3,Sun Sep 13 2015,15:00,Empoli,2-2,?,Napoli
3,Sun Sep 13 2015,18:00,Lazio,2-0,?,Udinese
3,Sun Sep 13 2015,20:45,Inter,1-0,?,Milan
3,Mon Sep 14 2015,20:45,Sampdoria,2-0,?,Bologna
4,Sat Sep 19 2015,18:00,Udinese,1-2,?,Empoli
4,Sat Sep 19 2015,20:45,Milan,3-2,?,Palermo
4,Sun Sep 20 2015,12:30,Chievo,0-1,?,Inter
4,Sun Sep 20 2015,15:00,Genoa,0-2,?,Juventus
4,Sun Sep 20 2015,15:00,Atalanta,1-1,?,Hellas Verona
4,Sun Sep 20 2015,15:00,Roma,2-2,?,Sassuolo
4,Sun Sep 20 2015,15:00,Bologna,1-0,?,Frosinone
4,Sun Sep 20 2015,15:00,Torino,2-0,?,Sampdoria
4,Sun Sep 20 2015,18:00,Carpi,0-1,?,Fiorentina
4,Sun Sep 20 2015,20:45,Napoli,5-0,?,Lazio
5,Tue Sep 22 2015,20:45,Udinese,2-3,?,Milan
5,Wed Sep 23 2015,20:45,Palermo,0-1,?,Sassuolo
5,Wed Sep 23 2015,20:45,Juventus,1-1,?,Frosinone
5,Wed Sep 23 2015,20:45,Fiorentina,2-0,?,Bologna
5,Wed Sep 23 2015,20:45,Sampdoria,2-1,?,Roma
5,Wed Sep 23 2015,20:45,Inter,1-0,?,Hellas Verona
5,Wed Sep 23 2015,20:45,Carpi,0-0,?,Napoli
5,Wed Sep 23 2015,20:45,Chievo,1-0,?,Torino
5,Wed Sep 23 2015,20:45,Lazio,2-0,?,Genoa
5,Thu Sep 24 2015,20:45,Empoli,0-1,?,Atalanta
6,Sat Sep 26 2015,18:00,Roma,5-1,?,Carpi
6,Sat Sep 26 2015,20:45,Napoli,2-1,?,Juventus
6,Sun Sep 27 2015,12:30,Genoa,1-0,?,Milan
6,Sun Sep 27 2015,15:00,Hellas Verona,1-2,?,Lazio
6,Sun Sep 27 2015,15:00,Sassuolo,1-1,?,Chievo
6,Sun Sep 27 2015,15:00,Torino,2-1,?,Palermo
6,Sun Sep 27 2015,15:00,Bologna,1-2,?,Udinese
6,Sun Sep 27 2015,20:45,Inter,1-4,?,Fiorentina
6,Mon Sep 28 2015,19:00,Frosinone,2-0,?,Empoli
6,Mon Sep 28 2015,21:00,Atalanta,2-1,?,Sampdoria
7,Sat Oct 3 2015,18:00,Carpi,2-1,?,Torino
7,Sat Oct 3 2015,20:45,Chievo,1-1,?,Hellas Verona
7,Sun Oct 4 2015,12:30,Empoli,1-0,?,Sassuolo
7,Sun Oct 4 2015,15:00,Palermo,2-4,?,Roma
7,Sun Oct 4 2015,15:00,Sampdoria,1-1,?,Inter
7,Sun Oct 4 2015,15:00,Udinese,1-1,?,Genoa
7,Sun Oct 4 2015,18:00,Juventus,3-1,?,Bologna
7,Sun Oct 4 2015,18:00,Lazio,2-0,?,Frosinone
7,Sun Oct 4 2015,20:45,Milan,0-4,?,Napoli
